OrderNumber,OrderDate,Customer_Name_Index,Channel,Currency_Code,Warehouse_Code,Delivery_Regoin_index,Product_Index,Product_Quantity,Unit_Price,Line_Total,Total_Unit_Cost
SO - 000796,1/21/2022,14,Wholesale,USD,AXW291,979,6,13,2270.42,29515.46,3872.46
SO - 000797,2/8/2021,3,Distributor,USD,FLR025,549,5,12,2563.63,30763.56,4036.21
SO - 000798,4/16/2021,17,Distributor,USD,AXW291,508,16,6,3775.44,22652.64,2972.05
SO - 000799,8/14/2021,20,Distributor,USD,NXH382,199,24,15,3435.43,51531.45,6760.98
SO - 000800,11/21/2021,21,Wholesale,USD,AXW291,122,7,9,2031.11,18279.99,2398.35
SO - 000801,3/8/2021,1,Distributor,USD,GUT930,578,28,14,751.64,10522.96,1380.62
SO - 000802,8/27/2021,15,Distributor,USD,FLR025,630,26,10,1903.58,19035.8,2497.52
SO - 000803,4/12/2022,10,Wholesale,USD,GUT930,248,1,7,731.98,5123.86,672.26
SO - 000804,4/19/2022,2,Wholesale,USD,GUT930,443,25,8,2274.78,18198.24,2387.63
SO - 000805,7/18/2021,7,Wholesale,USD,FLR025,889,7,15,3765.37,56480.55,7410.31
SO - 000806,12/29/2021,23,Wholesale,USD,NXH382,423,29,3,4396.17,13188.51,1730.35
SO - 000807,4/8/2022,25,Export,USD,FLR025,166,10,10,1672.67,16726.7,2194.56
SO - 000808,3/24/2021,17,Distributor,USD,FLR025,863,9,12,4893.2,58718.4,7703.91
SO - 000809,5/7/2021,1,Distributor,USD,FLR025,330,7,3,3647.1,10941.3,1435.51
SO - 000810,2/6/2021,4,Distributor,USD,FLR025,49,11,6,684.69,4108.14,538.99
SO - 000811,11/7/2021,8,Export,USD,AXW291,73,4,11,4438.65,48825.15,6405.91
SO - 000812,5/16/2022,19,Distributor,USD,AXW291,773,1,12,3550.69,42608.28,5590.25
SO - 000813,2/16/2022,15,Wholesale,USD,AXW291,37,9,15,281.04,4215.6,553.09
SO - 000814,4/14/2021,22,Distributor,USD,GUT930,254,11,1,2325.93,2325.93,305.16
SO - 000815,7/4/2021,19,Wholesale,USD,AXW291,286,21,11,4016.95,44186.45,5797.31
SO - 000816,3/24/2022,10,Wholesale,USD,FLR025,513,16,7,1652.87,11570.09,1518.01
SO - 000817,1/20/2021,24,Wholesale,USD,FLR025,736,7,12,2520.61,30247.32,3968.48
SO - 000818,10/17/2021,21,Wholesale,USD,AXW291,75,14,15,3750.52,56257.8,7381.08
SO - 000819,12/15/2021,10,Distributor,USD,NXH382,461,20,2,2050.05,4100.1,537.94
SO - 000820,3/27/2021,5,Export,USD,FLR025,563,28,6,1225.54,7353.24,964.75
SO - 000821,9/17/2021,23,Export,USD,FLR025,587,27,5,199.48,997.4,130.86
SO - 000822,1/28/2021,20,Export,USD,AXW291,518,24,8,4016.48,32131.84,4215.73
SO - 000823,11/6/2021,20,Distributor,USD,GUT930,746,20,7,4919.98,34439.86,4518.54
SO - 000824,3/27/2022,21,Distributor,USD,GUT930,247,14,1,3019.32,3019.32,396.14
SO - 000825,3/24/2022,7,Wholesale,USD,AXW291,916,18,10,309.88,3098.8,406.57
SO - 000826,6/8/2021,19,Wholesale,USD,GUT930,292,18,11,1183.29,13016.19,1707.74
SO - 000827,2/25/2021,15,Distributor,USD,FLR025,272,13,13,4539.29,59010.77,7742.27
SO - 000828,11/27/2021,5,Export,USD,AXW291,168,13,1,1468.81,1468.81,192.71
SO - 000829,2/9/2021,9,Distributor,USD,NXH382,135,14,7,1112.84,7789.88,1022.04
SO - 000830,1/8/2021,11,Wholesale,USD,FLR025,290,1,11,380.43,4184.73,549.04
SO - 000831,11/30/2021,25,Wholesale,USD,FLR025,382,21,5,911.36,4556.8,597.86
SO - 000832,5/10/2022,20,Distributor,USD,NXH382,23,23,9,1006.96,9062.64,1189.03
SO - 000833,11/11/2021,9,Export,USD,FLR025,426,30,9,4254.79,38293.11,5024.09
SO - 000834,12/4/2021,13,Distributor,USD,GUT930,277,1,6,1930.01,11580.06,1519.32
SO - 000835,8/20/2021,20,Distributor,USD,GUT930,28,24,11,3830.88,42139.68,5528.77
SO - 000836,4/12/2022,21,Export,USD,GUT930,593,23,9,3908.65,35177.85,4615.37
SO - 000837,9/5/2021,14,Wholesale,USD,AXW291,881,17,9,2789.51,25105.59,3293.88
SO - 000838,2/5/2022,7,Export,USD,NXH382,996,14,10,2478.19,24781.9,3251.41
SO - 000839,9/17/2021,19,Export,USD,GUT930,552,18,4,2676.97,10707.88,1404.88
SO - 000840,10/11/2021,17,Distributor,USD,GUT930,153,4,6,1609.64,9657.84,1267.12
SO - 000841,10/1/2021,6,Distributor,USD,AXW291,681,29,12,4329.69,51956.28,6816.72
SO - 000842,3/8/2021,13,Wholesale,USD,GUT930,279,13,12,4888.86,58666.32,7697.08
SO - 000843,4/9/2021,15,Distributor,USD,NXH382,358,10,13,4651.23,60465.99,7933.2
SO - 000844,5/15/2021,23,Wholesale,USD,GUT930,845,15,7,1967.77,13774.39,1807.21
SO - 000845,4/1/2021,4,Distributor,USD,NXH382,939,24,6,558.59,3351.54,439.73
SO - 000846,10/3/2021,23,Distributor,USD,AXW291,253,12,13,622.32,8090.16,1061.44
SO - 000847,5/4/2021,2,Wholesale,USD,FLR025,512,25,15,2124.44,31866.6,4180.93
SO - 000848,9/27/2021,9,Wholesale,USD,FLR025,856,9,13,4375.6,56882.8,7463.08
SO - 000849,2/27/2021,23,Distributor,USD,GUT930,325,1,10,1986.09,19860.9,2605.77
SO - 000850,10/23/2021,7,Distributor,USD,AXW291,689,18,8,2196.66,17573.28,2305.63
SO - 000851,2/20/2022,23,Export,USD,NXH382,850,30,9,1900.45,17104.05,2244.07
SO - 000852,3/26/2022,11,Export,USD,FLR025,662,29,12,1774.8,21297.6,2794.27
SO - 000853,8/6/2021,18,Wholesale,USD,NXH382,579,2,1,2528.49,2528.49,331.74
SO - 000854,4/8/2022,10,Wholesale,USD,FLR025,255,29,14,4539.55,63553.7,8338.31
SO - 000855,2/26/2021,12,Distributor,USD,AXW291,59,17,9,3454.07,31086.63,4078.6
SO - 000856,6/4/2021,2,Wholesale,USD,NXH382,260,22,6,2970.68,17824.08,2338.54
SO - 000857,4/25/2021,2,Wholesale,USD,FLR025,927,15,11,506.07,5566.77,730.37
SO - 000858,8/21/2021,13,Export,USD,FLR025,84,18,15,1959.15,29387.25,3855.64
SO - 000859,1/29/2022,5,Distributor,USD,AXW291,173,15,5,1778.12,8890.6,1166.46
SO - 000860,5/17/2021,4,Wholesale,USD,NXH382,798,12,6,3136.37,18818.22,2468.97
SO - 000861,8/7/2021,14,Export,USD,FLR025,833,29,14,1876.6,26272.4,3446.97
SO - 000862,5/31/2021,16,Distributor,USD,FLR025,807,21,13,2422.69,31494.97,4132.17
SO - 000863,7/16/2021,13,Wholesale,USD,FLR025,187,8,14,2490.52,34867.28,4574.62
SO - 000864,8/4/2021,10,Distributor,USD,GUT930,509,30,8,4763.97,38111.76,5000.3
SO - 000865,8/22/2021,10,Wholesale,USD,GUT930,365,18,14,774.87,10848.18,1423.29
SO - 000866,1/13/2021,9,Wholesale,USD,GUT930,189,2,5,519.98,2599.9,341.11
SO - 000867,12/23/2021,15,Distributor,USD,AXW291,923,2,10,234.45,2344.5,307.6
SO - 000868,1/7/2021,10,Distributor,USD,AXW291,847,4,7,4881.63,34171.41,4483.32
SO - 000869,7/5/2021,11,Wholesale,USD,GUT930,911,18,6,4031.15,24186.9,3173.35
SO - 000870,4/17/2021,8,Wholesale,USD,FLR025,581,15,12,1624.63,19495.56,2557.84
SO - 000871,5/12/2022,6,Wholesale,USD,AXW291,437,2,7,2031.01,14217.07,1865.29
SO - 000872,1/3/2022,21,Export,USD,NXH382,545,11,5,1598.53,7992.65,1048.64
SO - 000873,6/2/2021,7,Distributor,USD,GUT930,800,25,1,2202.35,2202.35,288.95
SO - 000874,12/7/2021,17,Export,USD,GUT930,428,9,10,4494.54,44945.4,5896.88
SO - 000875,8/25/2021,12,Wholesale,USD,GUT930,537,6,13,3107.23,40393.99,5299.73
SO - 000876,3/26/2021,18,Distributor,USD,AXW291,855,7,2,2743.21,5486.42,719.82
SO - 000877,11/29/2021,21,Distributor,USD,AXW291,419,12,9,3749.82,33748.38,4427.82
SO - 000878,2/12/2022,17,Wholesale,USD,GUT930,477,28,3,666.71,2000.13,262.42
SO - 000879,2/15/2022,7,Export,USD,AXW291,829,5,2,2050.1,4100.2,537.95
SO - 000880,2/25/2021,25,Wholesale,USD,GUT930,691,6,15,3751.97,56279.55,7383.93
SO - 000881,1/25/2022,6,Wholesale,USD,AXW291,289,24,13,3172.72,41245.36,5411.43
SO - 000882,8/18/2021,15,Wholesale,USD,AXW291,561,25,2,4487,8974,1177.4
SO - 000883,4/6/2022,10,Wholesale,USD,GUT930,727,30,11,2397.25,26369.75,3459.74
SO - 000884,8/6/2021,16,Distributor,USD,AXW291,253,9,7,1592.52,11147.64,1462.58
SO - 000885,8/30/2021,2,Distributor,USD,GUT930,317,24,7,158.45,1109.15,145.52
SO - 000886,5/10/2021,17,Wholesale,USD,GUT930,741,9,4,3805.82,15223.28,1997.31
SO - 000887,9/29/2021,17,Wholesale,USD,GUT930,938,10,9,2545.98,22913.82,3006.32
SO - 000888,8/11/2021,8,Export,USD,GUT930,59,26,4,2067.29,8269.16,1084.92
SO - 000889,5/4/2022,24,Export,USD,AXW291,693,3,9,4655.74,41901.66,5497.54
SO - 000890,10/12/2021,10,Wholesale,USD,FLR025,940,24,15,1764.87,26473.05,3473.29
SO - 000891,2/5/2021,25,Export,USD,NXH382,253,10,12,1250.19,15002.28,1968.31
SO - 000892,10/29/2021,16,Distributor,USD,GUT930,154,16,13,4139.41,53812.33,7060.23
SO - 000893,1/13/2021,15,Export,USD,GUT930,452,22,7,3140.46,21983.22,2884.22
SO - 000894,7/3/2021,3,Wholesale,USD,AXW291,789,27,13,4155.66,54023.58,7087.95
SO - 000895,8/19/2021,19,Distributor,USD,GUT930,650,15,5,4590.55,22952.75,3011.42
SO - 000896,9/2/2021,5,Export,USD,GUT930,655,11,12,4102.27,49227.24,6458.66
SO - 000897,8/24/2021,19,Distributor,USD,FLR025,609,1,15,2829.84,42447.6,5569.17
SO - 000898,10/17/2021,1,Wholesale,USD,AXW291,570,8,5,4249.93,21249.65,2787.98
SO - 000899,3/12/2022,18,Export,USD,GUT930,107,17,1,1243.91,1243.91,163.2
SO - 000900,10/12/2021,16,Wholesale,USD,FLR025,885,2,10,713.29,7132.9,935.84
SO - 000901,12/12/2021,12,Export,USD,AXW291,833,5,10,2918.66,29186.6,3829.31
SO - 000902,11/30/2021,24,Wholesale,USD,GUT930,645,4,12,3393.04,40716.48,5342.04
SO - 000903,2/10/2021,14,Wholesale,USD,AXW291,462,23,15,2553.49,38302.35,5025.31
SO - 000904,11/11/2021,3,Export,USD,AXW291,373,30,11,4379.17,48170.87,6320.07
SO - 000905,2/25/2021,8,Distributor,USD,GUT930,882,13,5,1209.6,6048,793.5
SO - 000906,4/26/2021,4,Export,USD,AXW291,743,26,11,370.67,4077.37,534.96
SO - 000907,11/13/2021,3,Export,USD,NXH382,422,27,12,4555.59,54667.08,7172.38
SO - 000908,11/15/2021,15,Distributor,USD,FLR025,973,8,2,823.22,1646.44,216.01
SO - 000909,9/6/2021,15,Wholesale,USD,GUT930,661,1,1,4841.53,4841.53,635.21
SO - 000910,1/31/2022,22,Wholesale,USD,AXW291,937,19,2,1706.64,3413.28,447.83
SO - 000911,5/21/2021,25,Distributor,USD,FLR025,855,27,3,585.58,1756.74,230.49
SO - 000912,1/4/2021,13,Wholesale,USD,GUT930,71,8,5,3446.85,17234.25,2261.15
SO - 000913,1/11/2022,12,Wholesale,USD,FLR025,247,4,9,2077.89,18701.01,2453.59
SO - 000914,11/23/2021,21,Wholesale,USD,FLR025,467,18,11,1190.37,13094.07,1717.96
SO - 000915,7/2/2021,8,Distributor,USD,NXH382,549,9,1,1049.76,1049.76,137.73
SO - 000916,3/4/2022,8,Distributor,USD,NXH382,686,12,9,163.29,1469.61,192.81
SO - 000917,10/20/2021,17,Export,USD,GUT930,974,4,13,4400.36,57204.68,7505.31
SO - 000918,3/1/2021,8,Wholesale,USD,FLR025,751,3,15,1550.81,23262.15,3052.02
SO - 000919,8/20/2021,12,Wholesale,USD,GUT930,850,17,5,2968.35,14841.75,1947.25
SO - 000920,1/13/2021,21,Distributor,USD,FLR025,350,11,13,3687.72,47940.36,6289.82
SO - 000921,5/12/2022,12,Export,USD,AXW291,491,20,1,3936.51,3936.51,516.47
SO - 000922,6/10/2021,14,Wholesale,USD,GUT930,95,20,12,4117.48,49409.76,6482.61
SO - 000923,9/13/2021,15,Wholesale,USD,NXH382,905,5,6,226.32,1357.92,178.16
SO - 000924,3/13/2022,25,Distributor,USD,FLR025,383,18,14,3161.49,44260.86,5807.07
SO - 000925,11/28/2021,7,Export,USD,NXH382,105,5,2,459.04,918.08,120.45
SO - 000926,1/19/2021,4,Distributor,USD,NXH382,901,5,11,4037.88,44416.68,5827.51
SO - 000927,3/5/2021,15,Export,USD,GUT930,249,7,13,3213.5,41775.5,5480.99
SO - 000928,2/4/2022,15,Wholesale,USD,FLR025,318,18,5,3905.44,19527.2,2561.99
SO - 000929,4/14/2022,11,Distributor,USD,AXW291,196,9,14,1866.62,26132.68,3428.63
SO - 000930,5/8/2022,18,Distributor,USD,FLR025,768,5,14,210.83,2951.62,387.26
SO - 000931,6/23/2021,10,Wholesale,USD,AXW291,161,5,5,3006.02,15030.1,1971.96
SO - 000932,11/9/2021,18,Wholesale,USD,GUT930,371,16,13,3479.51,45233.63,5934.7
SO - 000933,1/15/2021,15,Distributor,USD,FLR025,96,7,1,491.82,491.82,64.53
SO - 000934,11/13/2021,17,Distributor,USD,GUT930,11,20,13,1999.83,25997.79,3410.94
SO - 000935,5/21/2021,13,Wholesale,USD,GUT930,975,24,13,3515.68,45703.84,5996.39
SO - 000936,3/11/2021,2,Distributor,USD,GUT930,267,8,2,3712.15,7424.3,974.08
SO - 000937,1/8/2022,18,Export,USD,GUT930,50,30,15,3059.93,45898.95,6021.99
SO - 000938,11/7/2021,10,Distributor,USD,AXW291,545,13,3,190.35,571.05,74.92
SO - 000939,6/16/2021,17,Export,USD,NXH382,653,5,3,2125.01,6375.03,836.41
SO - 000940,6/19/2021,6,Wholesale,USD,NXH382,274,12,8,3875.74,31005.92,4068.01
SO - 000941,11/27/2021,14,Wholesale,USD,GUT930,553,20,5,4210.07,21050.35,2761.83
SO - 000942,6/9/2021,16,Wholesale,USD,NXH382,905,28,15,2188.65,32829.75,4307.3
SO - 000943,1/1/2022,24,Export,USD,AXW291,669,13,8,3183.84,25470.72,3341.78
SO - 000944,11/11/2021,10,Export,USD,FLR025,398,8,2,1614.03,3228.06,423.52
SO - 000945,2/3/2021,16,Export,USD,AXW291,934,29,4,1693.47,6773.88,888.74
SO - 000946,3/10/2022,6,Distributor,USD,NXH382,909,20,11,594.64,6541.04,858.19
SO - 000947,9/8/2021,13,Export,USD,NXH382,588,21,13,450.7,5859.1,768.72
SO - 000948,9/28/2021,14,Distributor,USD,FLR025,609,19,2,3838.13,7676.26,1007.13
SO - 000949,7/5/2021,7,Wholesale,USD,NXH382,198,6,5,4713.03,23565.15,3091.77
SO - 000950,2/1/2022,5,Distributor,USD,FLR025,459,21,4,1840.26,7361.04,965.78
SO - 000951,11/13/2021,3,Export,USD,NXH382,141,15,15,4089.41,61341.15,8048.02
SO - 000952,5/23/2021,8,Wholesale,USD,FLR025,50,15,13,3474.55,45169.15,5926.24
SO - 000953,5/8/2022,23,Wholesale,USD,AXW291,496,8,9,3868.99,34820.91,4568.54
SO - 000954,8/13/2021,3,Distributor,USD,AXW291,245,16,2,691.17,1382.34,181.36
SO - 000955,3/17/2022,22,Export,USD,GUT930,330,5,4,2236.95,8947.8,1173.96
SO - 000956,2/1/2022,4,Wholesale,USD,GUT930,792,3,12,132.61,1591.32,208.78
SO - 000957,11/13/2021,4,Distributor,USD,GUT930,875,11,14,2834.97,39689.58,5207.31
SO - 000958,5/16/2022,4,Export,USD,AXW291,769,9,12,1138.92,13667.04,1793.13
SO - 000959,11/21/2021,18,Distributor,USD,NXH382,979,13,7,1691.55,11840.85,1553.53
SO - 000960,3/20/2022,13,Export,USD,NXH382,611,21,10,2162.42,21624.2,2837.12
SO - 000961,2/18/2022,6,Distributor,USD,GUT930,781,21,3,4121.5,12364.5,1622.23
SO - 000962,9/11/2021,21,Export,USD,FLR025,370,5,5,4967.05,24835.25,3258.41
SO - 000963,3/22/2021,24,Distributor,USD,FLR025,635,26,8,2043.23,16345.84,2144.59
SO - 000964,2/24/2022,8,Wholesale,USD,FLR025,306,3,6,778.65,4671.9,612.96
SO - 000965,5/25/2021,25,Export,USD,GUT930,446,8,2,979.22,1958.44,256.95
SO - 000966,1/28/2021,8,Export,USD,AXW291,110,14,14,2086.54,29211.56,3832.59
SO - 000967,1/25/2021,16,Distributor,USD,GUT930,723,16,4,4659.25,18637,2445.19
SO - 000968,2/25/2021,3,Wholesale,USD,NXH382,687,24,12,3987.41,47848.92,6277.83
SO - 000969,10/19/2021,7,Distributor,USD,FLR025,128,6,15,1210.26,18153.9,2381.81
SO - 000970,6/9/2021,11,Distributor,USD,GUT930,541,23,15,4831.33,72469.95,9508.13
SO - 000971,1/30/2021,10,Distributor,USD,NXH382,1,22,2,4719.32,9438.64,1238.36
SO - 000972,3/20/2021,4,Wholesale,USD,GUT930,590,5,4,1768.66,7074.64,928.2
SO - 000973,5/11/2022,16,Export,USD,FLR025,364,10,5,1108.94,5544.7,727.47
SO - 000974,2/14/2021,20,Distributor,USD,FLR025,420,30,2,948.19,1896.38,248.81
SO - 000975,8/18/2021,9,Export,USD,AXW291,99,3,5,1808.62,9043.1,1186.46
SO - 000976,4/8/2021,1,Distributor,USD,NXH382,29,27,14,1151.74,16124.36,2115.53
SO - 000977,2/21/2021,24,Distributor,USD,AXW291,24,13,8,2642.09,21136.72,2773.16
SO - 000978,11/23/2021,17,Wholesale,USD,GUT930,550,7,11,742.86,8171.46,1072.1
SO - 000979,5/8/2022,4,Export,USD,NXH382,997,3,6,378.95,2273.7,298.31
SO - 000980,4/7/2022,7,Distributor,USD,GUT930,768,22,10,2636.36,26363.6,3458.93
SO - 000981,8/10/2021,4,Distributor,USD,FLR025,939,24,2,1655.19,3310.38,434.33
SO - 000982,10/17/2021,4,Wholesale,USD,NXH382,730,15,4,2071.4,8285.6,1087.08
SO - 000983,1/21/2022,10,Wholesale,USD,FLR025,286,11,3,332.52,997.56,130.88
SO - 000984,2/27/2022,7,Export,USD,GUT930,313,25,1,3385.64,3385.64,444.2
SO - 000985,5/7/2021,1,Wholesale,USD,AXW291,513,1,14,1772.6,24816.4,3255.94
SO - 000986,4/17/2022,22,Export,USD,AXW291,495,22,12,4770.25,57243,7510.34
SO - 000987,1/4/2022,25,Distributor,USD,GUT930,27,26,1,4860.23,4860.23,637.67
SO - 000988,2/28/2022,1,Wholesale,USD,FLR025,23,23,4,3553.56,14214.24,1864.92
SO - 000989,9/18/2021,10,Wholesale,USD,FLR025,665,25,14,449.17,6288.38,825.04
SO - 000990,6/14/2021,7,Export,USD,AXW291,116,10,6,3779.43,22676.58,2975.19
SO - 000991,2/19/2022,19,Distributor,USD,AXW291,770,23,13,229.05,2977.65,390.67
SO - 000992,8/1/2021,22,Wholesale,USD,GUT930,584,18,3,2002.69,6008.07,788.26
SO - 000993,10/7/2021,5,Distributor,USD,GUT930,25,13,11,4196.77,46164.47,6056.83
SO - 000994,2/13/2022,3,Export,USD,AXW291,858,11,10,3496.04,34960.4,4586.84
SO - 000995,12/16/2021,23,Wholesale,USD,AXW291,130,13,8,484.89,3879.12,508.94
SO - 000996,5/14/2021,3,Distributor,USD,GUT930,569,4,14,4540.42,63565.88,8339.91
SO - 000997,10/13/2021,18,Distributor,USD,FLR025,165,11,3,3084.59,9253.77,1214.1
SO - 000998,10/14/2021,10,Export,USD,GUT930,691,27,5,265.96,1329.8,174.47
SO - 000999,11/12/2021,9,Wholesale,USD,FLR025,827,6,12,613.88,7366.56,966.5
SO - 001000,1/31/2021,19,Export,USD,FLR025,770,3,4,4665.04,18660.16,2448.23
SO - 001001,1/26/2022,10,Wholesale,USD,GUT930,137,9,11,762.69,8389.59,1100.72
SO - 001002,5/23/2021,8,Distributor,USD,GUT930,104,23,13,702.16,9128.08,1197.61
SO - 001003,2/4/2021,12,Wholesale,USD,GUT930,313,13,10,1513.79,15137.9,1986.11
SO - 001004,1/18/2021,3,Wholesale,USD,AXW291,265,20,5,391.63,1958.15,256.91
SO - 001005,10/12/2021,7,Wholesale,USD,NXH382,729,19,8,2339.6,18716.8,2455.66
SO - 001006,2/10/2022,2,Distributor,USD,AXW291,544,28,4,4510.19,18040.76,2366.97
SO - 001007,3/3/2022,16,Distributor,USD,NXH382,177,27,1,4406.8,4406.8,578.18
SO - 001008,6/22/2021,24,Wholesale,USD,AXW291,130,15,10,4297.79,42977.9,5638.74
SO - 001009,1/1/2021,6,Distributor,USD,GUT930,678,24,4,558.77,2235.08,293.24
SO - 001010,2/6/2022,23,Distributor,USD,NXH382,961,28,6,4205.38,25232.28,3310.5
SO - 001011,11/30/2021,14,Wholesale,USD,NXH382,818,15,14,1968.35,27556.9,3615.49
SO - 001012,1/22/2022,25,Distributor,USD,AXW291,568,24,3,3551.59,10654.77,1397.92
SO - 001013,4/8/2022,4,Distributor,USD,GUT930,33,30,11,228.23,2510.53,329.38
SO - 001014,8/23/2021,23,Wholesale,USD,NXH382,835,23,6,1336.31,8017.86,1051.95
SO - 001015,11/13/2021,3,Export,USD,GUT930,753,11,13,2804.21,36454.73,4782.9
SO - 001016,1/17/2021,21,Wholesale,USD,GUT930,731,10,8,4455.5,35644,4676.53
SO - 001017,2/3/2022,12,Wholesale,USD,FLR025,59,3,9,4001.28,36011.52,4724.75
SO - 001018,5/17/2021,22,Wholesale,USD,GUT930,365,21,1,2567.56,2567.56,336.87
SO - 001019,3/9/2021,23,Distributor,USD,NXH382,81,9,15,3271.08,49066.2,6437.54
SO - 001020,4/11/2022,5,Export,USD,FLR025,659,2,5,2189.82,10949.1,1436.53
SO - 001021,3/13/2021,14,Wholesale,USD,AXW291,816,11,11,1101.59,12117.49,1589.83
SO - 001022,12/20/2021,5,Wholesale,USD,AXW291,562,5,11,915.15,10066.65,1320.75
SO - 001023,12/2/2021,17,Export,USD,FLR025,467,2,2,3776.16,7552.32,990.87
SO - 001024,3/29/2022,14,Wholesale,USD,FLR025,242,10,15,488.56,7328.4,961.49
SO - 001025,3/2/2022,21,Export,USD,GUT930,544,12,4,2925.04,11700.16,1535.07
SO - 001026,12/16/2021,4,Wholesale,USD,AXW291,541,10,15,2718.7,40780.5,5350.44
SO - 001027,2/8/2022,19,Distributor,USD,AXW291,839,8,14,4178.91,58504.74,7675.88
SO - 001028,2/24/2021,14,Distributor,USD,FLR025,462,21,14,4315.92,60422.88,7927.54
SO - 001029,12/25/2021,19,Wholesale,USD,AXW291,39,1,2,634.9,1269.8,166.6
SO - 001030,2/10/2022,14,Export,USD,NXH382,535,18,4,2119.36,8477.44,1112.25
SO - 001031,4/28/2021,6,Wholesale,USD,FLR025,106,9,8,1781.53,14252.24,1869.91
SO - 001032,12/18/2021,17,Distributor,USD,GUT930,140,7,1,1170.74,1170.74,153.6
SO - 001033,2/8/2022,8,Export,USD,AXW291,719,17,10,310.72,3107.2,407.67
SO - 001034,5/27/2021,4,Distributor,USD,NXH382,565,12,4,3980.01,15920.04,2088.73
SO - 001035,1/27/2022,2,Export,USD,FLR025,720,13,5,3565.38,17826.9,2338.91
SO - 001036,12/10/2021,25,Export,USD,AXW291,654,17,4,524.43,2097.72,275.22
SO - 001037,2/4/2021,22,Wholesale,USD,FLR025,422,14,1,1840.81,1840.81,241.52
SO - 001038,2/27/2022,1,Wholesale,USD,AXW291,883,12,5,4288.83,21444.15,2813.49
SO - 001039,4/2/2022,9,Wholesale,USD,NXH382,45,2,9,3503.21,31528.89,4136.62
SO - 001040,1/20/2021,16,Export,USD,GUT930,905,19,8,2062.85,16502.8,2165.18
SO - 001041,11/13/2021,14,Distributor,USD,AXW291,549,5,4,2313.66,9254.64,1214.22
SO - 001042,3/18/2021,4,Wholesale,USD,GUT930,452,21,5,1106.53,5532.65,725.89
SO - 001043,11/1/2021,9,Export,USD,AXW291,864,18,4,616.91,2467.64,323.76
SO - 001044,10/5/2021,17,Export,USD,NXH382,386,15,3,3929.2,11787.6,1546.55
SO - 001045,3/21/2021,16,Wholesale,USD,GUT930,274,29,14,2408.58,33720.12,4424.11
SO - 001046,10/9/2021,7,Distributor,USD,FLR025,947,30,4,4059.64,16238.56,2130.52
SO - 001047,2/19/2021,7,Distributor,USD,FLR025,674,28,13,4022.77,52296.01,6861.29
SO - 001048,12/21/2021,15,Wholesale,USD,AXW291,778,29,4,4574.79,18299.16,2400.87
SO - 001049,1/18/2022,25,Distributor,USD,NXH382,437,13,13,1579.57,20534.41,2694.14
SO - 001050,7/28/2021,25,Distributor,USD,AXW291,776,29,8,1234.4,9875.2,1295.64
SO - 001051,8/16/2021,5,Wholesale,USD,FLR025,603,19,9,242.25,2180.25,286.05
SO - 001052,11/2/2021,11,Export,USD,NXH382,541,21,2,790.38,1580.76,207.4
SO - 001053,4/19/2021,1,Wholesale,USD,NXH382,853,6,12,2422.2,29066.4,3813.54
SO - 001054,6/12/2021,20,Export,USD,FLR025,434,24,9,2946.51,26518.59,3479.27
SO - 001055,4/24/2022,14,Wholesale,USD,AXW291,65,13,1,1294.86,1294.86,169.89
SO - 001056,3/14/2022,6,Distributor,USD,NXH382,404,22,7,3085.33,21597.31,2833.59
SO - 001057,1/11/2021,20,Wholesale,USD,NXH382,975,2,7,3386.03,23702.21,3109.75
SO - 001058,3/2/2021,23,Wholesale,USD,GUT930,470,9,15,3467.15,52007.25,6823.4
SO - 001059,1/28/2022,3,Distributor,USD,NXH382,712,11,15,2692.67,40390.05,5299.22
SO - 001060,1/21/2021,11,Wholesale,USD,GUT930,397,8,15,2683.65,40254.75,5281.46
SO - 001061,1/19/2022,21,Distributor,USD,NXH382,130,28,4,4061.22,16244.88,2131.34
SO - 001062,2/2/2021,21,Wholesale,USD,FLR025,822,23,4,1182.61,4730.44,620.64
SO - 001063,9/20/2021,20,Distributor,USD,FLR025,639,29,15,144.96,2174.4,285.28
SO - 001064,6/24/2021,4,Wholesale,USD,NXH382,222,26,3,4357.2,13071.6,1715.01
SO - 001065,3/10/2022,6,Distributor,USD,NXH382,242,24,5,4374.12,21870.6,2869.44
SO - 001066,4/3/2022,12,Export,USD,AXW291,747,19,10,1427.15,14271.5,1872.44
SO - 001067,5/28/2021,21,Export,USD,AXW291,139,8,12,452.7,5432.4,712.74
SO - 001068,1/22/2022,22,Export,USD,AXW291,288,30,2,2707.68,5415.36,710.5
SO - 001069,2/2/2022,16,Export,USD,GUT930,467,2,9,1821.61,16394.49,2150.97
SO - 001070,4/16/2022,3,Export,USD,FLR025,768,22,12,2180,26160,3432.22
SO - 001071,3/28/2022,3,Distributor,USD,FLR025,726,27,3,875.02,2625.06,344.41
SO - 001072,1/21/2021,18,Wholesale,USD,NXH382,325,7,5,1642.39,8211.95,1077.42
SO - 001073,5/30/2021,6,Export,USD,GUT930,951,9,10,3066.45,30664.5,4023.21
SO - 001074,4/26/2022,3,Export,USD,AXW291,198,5,9,1122.22,10099.98,1325.13
SO - 001075,6/6/2021,15,Distributor,USD,NXH382,546,2,9,4201.89,37817.01,4961.63
SO - 001076,8/16/2021,18,Wholesale,USD,NXH382,857,16,7,4876.22,34133.54,4478.35
SO - 001077,3/31/2021,24,Distributor,USD,AXW291,134,11,4,3043.26,12173.04,1597.12
